date,trend_slug,trend_label,trend_query,baseline_term,country_panel,country_panel_rule,query_convention,analysis_transform,geo,country,trend_index,baseline_index,is_partial,trend_index_3m,baseline_index_3m,relative_interest,score_0_100
2010-11-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,7.0,False,0.0,5.333333333333333,0.0,0.0
2010-12-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,6.0,False,0.0,6.0,0.0,0.0
2011-01-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,7.0,False,0.0,6.666666666666667,0.0,0.0
2011-02-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,6.0,False,0.0,6.333333333333333,0.0,0.0
2011-03-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,5.0,False,0.0,6.0,0.0,0.0
2011-04-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,5.0,False,0.0,5.333333333333333,0.0,0.0
2011-05-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,5.0,False,0.0,5.0,0.0,0.0
2011-06-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,5.0,False,0.0,5.0,0.0,0.0
2011-07-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,4.0,False,0.0,4.666666666666667,0.0,0.0
2011-08-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,6.0,False,0.0,5.0,0.0,0.0
2011-09-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,5.0,False,0.0,5.0,0.0,0.0
2011-10-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,5.0,False,0.0,5.333333333333333,0.0,0.0
2011-11-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,7.0,False,0.0,5.666666666666667,0.0,0.0
2011-12-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,8.0,False,0.0,6.666666666666667,0.0,0.0
2012-01-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,8.0,False,0.0,7.666666666666667,0.0,0.0
2012-02-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,7.0,False,0.0,7.666666666666667,0.0,0.0
2012-03-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,6.0,False,0.0,7.0,0.0,0.0
2012-04-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,6.0,False,0.0,6.333333333333333,0.0,0.0
2012-05-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,6.0,False,0.0,6.0,0.0,0.0
2012-06-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,5.0,False,0.0,5.666666666666667,0.0,0.0
2012-07-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,5.0,False,0.0,5.333333333333333,0.0,0.0
2012-08-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,6.0,False,0.0,5.333333333333333,0.0,0.0
2012-09-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,6.0,False,0.0,5.666666666666667,0.0,0.0
2012-10-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,7.0,False,0.0,6.333333333333333,0.0,0.0
2012-11-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,8.0,False,0.0,7.0,0.0,0.0
2012-12-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,9.0,False,0.0,8.0,0.0,0.0
2013-01-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,10.0,False,0.0,9.0,0.0,0.0
2013-02-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,8.0,False,0.0,9.0,0.0,0.0
2013-03-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,7.0,False,0.0,8.333333333333334,0.0,0.0
2013-04-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,7.0,False,0.0,7.333333333333333,0.0,0.0
2013-05-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,8.0,False,0.0,7.333333333333333,0.0,0.0
2013-06-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,7.0,False,0.0,7.333333333333333,0.0,0.0
2013-07-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,6.0,False,0.0,7.0,0.0,0.0
2013-08-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,8.0,False,0.0,7.0,0.0,0.0
2013-09-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,9.0,False,0.0,7.666666666666667,0.0,0.0
2013-10-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,9.0,False,0.0,8.666666666666666,0.0,0.0
2013-11-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,10.0,False,0.0,9.333333333333334,0.0,0.0
2013-12-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,11.0,False,0.0,10.0,0.0,0.0
2014-01-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,12.0,False,0.0,11.0,0.0,0.0
2014-02-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,11.0,False,0.0,11.333333333333334,0.0,0.0
2014-03-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,10.0,False,0.0,11.0,0.0,0.0
2014-04-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,9.0,False,0.0,10.0,0.0,0.0
2014-05-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,9.0,False,0.0,9.333333333333334,0.0,0.0
2014-06-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,9.0,False,0.0,9.0,0.0,0.0
2014-07-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,10.0,False,0.0,9.333333333333334,0.0,0.0
2014-08-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,10.0,False,0.0,9.666666666666666,0.0,0.0
2014-09-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,11.0,False,0.0,10.333333333333334,0.0,0.0
2014-10-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,10.0,False,0.0,10.333333333333334,0.0,0.0
2014-11-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,13.0,False,0.0,11.333333333333334,0.0,0.0
2014-12-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,13.0,False,0.0,12.0,0.0,0.0
2015-01-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,14.0,False,0.0,13.333333333333334,0.0,0.0
2015-02-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,14.0,False,0.0,13.666666666666666,0.0,0.0
2015-03-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,13.0,False,0.0,13.666666666666666,0.0,0.0
2015-04-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,10.0,False,0.0,12.333333333333334,0.0,0.0
2015-05-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,10.0,False,0.0,11.0,0.0,0.0
2015-06-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,11.0,False,0.0,10.333333333333334,0.0,0.0
2015-07-01,camelbak_water_bottle,CamelBak,camelbak drink bottle,drink bottle,anglophone6_local_category_2004,"English-speaking OECD countries: Australia, Canada, Ireland, New Zealand, United Kingdom, and United States. Australia and New Zealand use `drink bottle`; the other countries use `water bottle`.",{brand} {local bottle category},"3-month trailing averages for brand and local category baseline, then brand_3m/baseline_3m",AU,Australia,0.0,10.0,False,0.0,10.333333333333334,0.0,0.0
