date,s'well water bottle,water bottle,isPartial,trend_slug,trend_label,trend_query,baseline_term,country_panel,country_panel_rule,query_convention,geo,country
2011-08-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2011-09-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2011-10-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2011-11-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2011-12-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2012-01-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2012-02-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2012-03-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2012-04-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2012-05-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2012-06-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2012-07-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2012-08-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2012-09-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2012-10-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2012-11-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2012-12-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2013-01-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2013-02-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2013-03-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2013-04-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2013-05-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2013-06-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2013-07-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2013-08-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2013-09-01,0,28,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2013-10-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2013-11-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2013-12-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2014-01-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2014-02-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2014-03-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2014-04-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2014-05-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2014-06-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2014-07-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2014-08-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2014-09-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2014-10-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2014-11-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2014-12-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2015-01-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2015-02-01,0,32,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2015-03-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2015-04-01,0,22,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2015-05-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2015-06-01,0,31,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2015-07-01,0,28,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2015-08-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2015-09-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2015-10-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2015-11-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2015-12-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2016-01-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2016-02-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2016-03-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2016-04-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2016-05-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2016-06-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2016-07-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2016-08-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2016-09-01,0,33,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2016-10-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2016-11-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2016-12-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2017-01-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2017-02-01,0,27,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2017-03-01,0,28,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2017-04-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2017-05-01,0,31,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2017-06-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2017-07-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2017-08-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2017-09-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2017-10-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2017-11-01,0,24,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2017-12-01,0,36,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2018-01-01,0,31,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2018-02-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2018-03-01,0,29,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2018-04-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2018-05-01,0,27,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2018-06-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2018-07-01,0,36,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2018-08-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2018-09-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2018-10-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2018-11-01,0,26,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2018-12-01,0,53,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2019-01-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2019-02-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2019-03-01,0,21,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2019-04-01,0,29,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2019-05-01,0,26,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2019-06-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2019-07-01,0,37,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2019-08-01,0,34,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2019-09-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2019-10-01,0,25,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2019-11-01,0,25,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2019-12-01,0,32,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2020-01-01,0,34,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
2020-02-01,0,0,False,swell_water_bottle,S'well,s'well water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,EE,Estonia
